ID,Name,Service,Cadre,Allotment_Year,Date_of_Birth,Date_of_Joining,Source_of_Recruitment,Gender,Place_of_Domicile,Mother_Tongue,Languages_Known,Retired,Retirement_Reason,Source,Last_Education_Qualification,Last_Education_Subject,Last_Education_Division,Last_Designation,Last_Level,Last_Office,Last_Organisation,Last_Field_of_Experience,Last_Category_of_Experience,Last_Start_Date,Last_End_Date
AP006700,Shri K Subramanyam,Indian Administrative Services,Andhra Pradesh,1955,1932-20-4,1955-07-01,Direct Recruitment,Male,Andhra Pradesh,Tamil,English Hindi Kannada Telugu,True,Retired voluntarily,Supremo,Graduate,Physics,Third,Deputy Secretary,Under Secretary,N.A.,Cadre (AIS),Finance,Finance,1959-1-8,1963-1-5
RJ006000,Shri Al Roongta,Indian Administrative Services,Rajasthan,1955,1933-15-3,1955-07-01,Direct Recruitment,Male,Rajasthan,Hindi,English,True,Superannuated,Supremo,P.G.,Economics,First,Under Secy,Under Secretary,M/o Defence/D/o Defence,Centre,Defence,Defence,1960-1-6,1963-1-7
RJ006100,Shri Rk Saxena,Indian Administrative Services,Rajasthan,1955,1932-24-12,1955-07-01,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,True,Superannuated,Supremo,P.G.,Economics,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-7,1958-1-11
MH009100,Shri John Innocent,Indian Administrative Services,Maharashtra,1955,1933-3-6,1955-07-01,Direct Recruitment,Male,Maharashtra,Malayalam,English French Hindi Marathi,True,Superannuated,Supremo,Graduate,Chemistry,First,Collector,Under Secretary,Ahmednagar,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1961-1-1,1962-1-4
MH008900,Shri K S R Krishnan,Indian Administrative Services,Maharashtra,1955,1933-29-5,1955-07-01,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Malayalam Marathi,True,Retired voluntarily,Supremo,P.G.,Physics,Ordinary,Under Secy,Under Secretary,N.A.,Cadre (AIS),Political Affairs,Home,1959-1-1,1960-1-7
OR006000,Shri Tu V Sekharan,Indian Administrative Services,Odisha,1955,1933-13-2,1955-07-01,Direct Recruitment,Male,Kerala,Malayalam,English Hindi Oriya Tamil,True,Retired voluntarily,Supremo,Graduate,Economics,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-8,1958-1-6
AM003800,Shri J C Nampui,Indian Administrative Services,Assam Meghalya,1955,1928-1-8,1955-07-01,Direct Recruitment,Male,Assam,English,Hindi,True,Retired after Extension/Re-Employment,Supremo,Graduate,English,First,N.A.,Junior Scale,N.A.,Cadre (AIS),Development Admn,Land Revenue Mgmt & District Admn,1959-1-7,1960-1-12
KN005300,Shri Ksn Murthy,Indian Administrative Services,Karnataka,1955,1932-6-5,1955-07-01,Direct Recruitment,Male,Karnataka,Telugu,English German Hindi Kannada,True,Superannuated,Supremo,P.G.,Botany,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-6,1959-1-12
KL002900,Shri S Narayanaswamy,Indian Administrative Services,Kerala,1955,1932-24-10,1955-07-01,Direct Recruitment,Male,Kerala,Malayalam,Hindi Tamil,True,Superannuated,Supremo,P.G.,Chemistry,First,Deputy Secretary,Under Secretary,N.A.,Cadre (AIS),Planning,Planning & Prog Implementation,1959-1-7,1960-1-2
UT000600,Shri K Banerji,Indian Administrative Services,A G M U T,1955,1927-15-11,1955-07-01,Initial Constitution,Male,Uttar Pradesh,N.A.,N.A.,True,Retired after Extension/Re-Employment,Supremo,N.A.,N.A.,Ordinary,Deputy Secretary,Under Secretary,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,1958-1-11,1963-1-5
MH009300,Shri Kg Paranjpe,Indian Administrative Services,Maharashtra,1955,1930-17-9,1955-07-01,Direct Recruitment,Male,Maharashtra,Marathi,English Gujarati Hindi,True,Superannuated,Supremo,Graduate,Philosophy,First,Assistant Collector,Under Secretary,N.A.,Cadre (AIS),Revenue,Finance,1959-1-8,1960-1-4
GJ004200,Ms. S L Singla,Indian Administrative Services,Gujarat,1955,1932-7-4,1955-07-01,Direct Recruitment,Female,Delhi,Punjabi,English Hindi,True,Superannuated,Supremo,P.G.,English Lit,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-11,1958-1-12
BH009900,Shri Vv Nathan,Indian Administrative Services,Bihar,1955,1931-14-2,1955-07-01,Direct Recruitment,Male,Tamil Nadu,Tamil,English French Hindi,True,Superannuated,Supremo,P.G.,Economics,Ordinary,Assistant Collector & A D M,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-8,1959-1-6
BH009800,Shri Ss Sharan,Indian Administrative Services,Bihar,1955,1931-7-8,1955-07-01,Direct Recruitment,Male,Bihar,Hindi,English,True,Superannuated,Supremo,Graduate,Economics,Second,Assistant Collector & A D M,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-8,1958-1-10
BH009600,Shri R Srinivasan,Indian Administrative Services,Bihar,1955,1932-25-12,1955-07-01,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi,True,Superannuated,Supremo,P.G.,Economic Dev.,Ordinary,Under Secy,Junior Scale,N.A.,Cadre (AIS),Political Affairs,Home,1958-1-6,1959-1-6
BH009500,Shri Ps Kohli,Indian Administrative Services,Bihar,1955,1930-1-11,1955-07-01,Direct Recruitment,Male,N.A.,Punjabi,Bengali English Hindi Urdu,True,Superannuated,Supremo,P.G.,Chemistry,First,Assistant Collector & A D M,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-6,1959-1-7
AP007400,Shri Narendra Luther,Indian Administrative Services,Andhra Pradesh,1955,1933-23-3,1955-07-01,Direct Recruitment,Male,Punjab,Punjabi,Hindi Urdu,True,Superannuated,Supremo,P.G.,Economics,Ordinary,Under Secy,Junior Scale,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,1958-1-11,1959-1-9
AP007200,Shri D S Guruswamy,Indian Administrative Services,Andhra Pradesh,1955,1932-1-10,1955-07-01,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Telugu,True,Superannuated,Supremo,P.G.,Physics,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-8,1959-1-12
AP007100,Shri Kvss Narayana,Indian Administrative Services,Andhra Pradesh,1955,1932-15-7,1955-07-01,Direct Recruitment,Male,Andhra Pradesh,Telugu,English Hindi,True,Superannuated,Supremo,P.G.,Accountancy,Second,Settlement Officer,Under Secretary,Vishakapatnam,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,1959-1-5,1961-1-12
GJ004100,Shri Rv Chandramaoul,Indian Administrative Services,Gujarat,1955,1932-24-9,1955-07-01,Direct Recruitment,Male,Maharashtra,Tamil,English Gujarati Hindi,True,Superannuated,Supremo,Graduate,Mathematics,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-7,1959-1-9
MP008800,Shri S C Vaish,Indian Administrative Services,Madhya Pradesh,1955,1933-28-2,1955-07-01,Direct Recruitment,Male,Uttar Pradesh,Hindi,English French,True,Superannuated,Supremo,P.G.,Economics,First,Additional Collector,Under Secretary,N.A.,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1961-1-4,1962-1-3
MP008900,Shri Mk Chaturvedi,Indian Administrative Services,Madhya Pradesh,1955,1931-25-7,1955-07-01,Direct Recruitment,Male,Uttar Pradesh,Hindi,English French Sanskrit Urdu,True,Superannuated,Supremo,Graduate,History,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-8,1958-1-12
MP009000,Shri Rs Khanna,Indian Administrative Services,Madhya Pradesh,1955,1931-4-11,1955-07-01,Direct Recruitment,Male,Delhi,Hindi,English Hindi,True,Retired after Extension/Re-Employment,Supremo,P.G.,Economics,First,Collector,Under Secretary,Jhabua,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1960-1-4,1961-1-6
AP006800,Shri V K Dar,Indian Administrative Services,Andhra Pradesh,1955,1931-24-6,1955-07-01,Direct Recruitment,Male,Delhi,Urdu,English Hindi,True,Retired voluntarily,Supremo,P.G.,Philosophy,First,N.A.,Under Secretary,"M/o Consumer Affairs, Food & Public Distribution/D/o Food",Centre (Foreign Training),Public Distribution,"Consumer Affairs, Food & PD",1960-1-6,1963-1-12
RJ006200,Shri Vc Pande,Indian Administrative Services,Rajasthan,1955,1932-16-2,1955-07-01,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,True,Retired after Extension/Re-Employment,Supremo,P.G.,Physics,Second,Collector,Under Secretary,Jaisalmer,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1959-1-3,1960-1-3
MP009300,Shri J Swarup,Indian Administrative Services,Madhya Pradesh,1955,1931-15-6,1955-07-01,Direct Recruitment,Male,Uttar Pradesh,Hindi,English French German Urdu,True,Superannuated,Supremo,P.G.,Physics,First,S D O,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1957-1-8,1961-1-8
OR006200,Shri K Srinivasan,Indian Administrative Services,Odisha,1955,1931-2-7,1955-07-01,Direct Recruitment,Male,Tamil Nadu,Tamil,English German Hindi Oriya,True,Superannuated,Supremo,Graduate,Economics,Second,Deputy Secretary,Under Secretary,N.A.,Cadre (AIS),Finance,Finance,1960-1-7,1963-1-7
MP009100,Shri Nv Krishnan,Indian Administrative Services,Madhya Pradesh,1955,1931-10-2,1955-07-01,Direct Recruitment,Male,Kerala,Tamil,English Hindi Malayalam,True,Retired voluntarily,Supremo,Graduate,Zoology,Second,Under Secy,Under Secretary,N.A.,Cadre (AIS),Home,Home,1959-1-2,1960-1-4
TN006600,Ms. S Satyabhama,Indian Administrative Service,Tamil Nadu,1956,1933-08-14,1956-01-07,Direct Recruitment,Female,Tamil Nadu,Tamil,English,True,Superannuated,Supremo,P.G.,Political Sc.,Second,N.A.,Secretary Equivalent,M/o Agriculture,N.A.,Seeds,Agriculture & Cooperation,1988-11-1,1991-8-1
TN006400,Shri Tv Antony,Indian Administrative Service,Tamil Nadu,1956,1933-10-5,1956-01-07,Direct Recruitment,Male,Tamil Nadu,Malayalam,English French Hindi Tamil,True,Superannuated,Supremo,Graduate,Law,Second,Chairman,Secretary,N.A.,N.A.,Planning,Planning & Prog Implementation,1991-6-1,1991-10-1
UP018500,Shri S Sharma,Indian Administrative Service,Uttar Pradesh,1956,1933-7-5,1956-01-07,Direct Recruitment,Male,Uttar Pradesh,Hindi,Bengali English German Sanskrit,True,Superannuated,Supremo,P.G.,Physics,First,Secretary,Secretary,M/o Heavy Industries & Public Enterprises,N.A.,Heavy Industries,Industries,1990-6-1,1991-7-1
WB008800,Shri Ts Broca,Indian Administrative Service,West Bengal,1956,1932-09-29,1956-01-07,Direct Recruitment,Male,Delhi,Punjabi,Bengali English Hindi Urdu,True,Superannuated,Supremo,P.G.,Political Sc.,Second,Chairman,Secretary Equivalent,"M/o Consumer Affairs, Food & Public Distribution",N.A.,Public Distribution,"Consumer Affairs, Food & PD",1987-6-1,1990-9-1
TN006300,Shri Cn Raghavan,Indian Administrative Service,Tamil Nadu,1956,1933-10-14,1956-01-07,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi,True,Retired voluntarily,Supremo,P.G.,Chemistry,Second,N.A.,Joint Secretary,N.A.,N.A.,N.A.,N.Applicable,1985-5-1,1989-3-1
WB008900,Shri Jk Kohli,Indian Administrative Service,West Bengal,1956,1933-5-1,1956-01-07,Direct Recruitment,Male,Punjab,Punjabi,Bengali Nepalese Sanskrit Urdu,True,Superannuated,Supremo,Graduate,Law,First,N.A.,Secretary,N.A.,N.A.,Revenue,Finance,1988-2-1,1991-4-1
WB009000,Shri Sm Murshed,Indian Administrative Service,West Bengal,1956,1933-01-31,1956-01-07,Direct Recruitment,Male,West Bengal,Bengali,English Hindi Urdu,True,Superannuated,Supremo,Graduate,Economics,Ordinary,Director,Secretary Equivalent,Cabinet Sectt,N.A.,Public Grievances,Personnel and General Administration,1989-10-1,1991-1-1
WB009100,Shri Vinayak Misra,Indian Administrative Service,West Bengal,1956,1932-07-28,1956-01-07,Direct Recruitment,Male,Uttar Pradesh,Hindi,Bengali English French Urdu,True,Retired voluntarily,Supremo,P.G.,English,Second,Secretary,Additional Secretary,N.A.,N.A.,Urban Develoment,Urban Development,1984-12-1,1986-12-1
TN006700,Shri A Padamnabhan,Indian Administrative Service,Tamil Nadu,1956,1928-12-14,1956-01-07,Direct Recruitment,Male,Tamil Nadu,Kannada,N.A.,True,Retired after Extension/Re-Employment,Supremo,P.G.,Economics,Second,N.A.,Secretary,N.A.,N.A.,Personnel Mgmt,Personnel and General Administration,1988-7-1,1982-5-1
UP018400,Shri M Vardarajan,Indian Administrative Service,Uttar Pradesh,1956,1933-5-10,1956-01-07,Direct Recruitment,Male,Tamil Nadu,Tamil,English French Hindi Telugu,True,Retired after Extension/Re-Employment,Supremo,Graduate,Law,Second,Member,Secretary Equivalent,M/o Welfare,N.A.,Minorities Welfare,Social Justice & Empowerment,1991-6-1,1996-5-8
UP018600,Shri Sn Acharya,Indian Administrative Service,Uttar Pradesh,1956,1932-06-20,1956-01-07,Direct Recruitment,Male,Karnataka,Tamil,English German Hindi Kannada,True,Retired after Extension/Re-Employment,Supremo,P.G.,Mathematics,Third,Adviser to Governor,Secretary,Lucknow,N.A.,General Administration,Personnel and General Administration,1996-7-1,N.A.
WB008700,Shri Tc Dutt,Indian Administrative Service,West Bengal,1956,1933-2-11,1956-01-07,Direct Recruitment,Male,West Bengal,Bengali,English Hindi,True,Retired after Extension/Re-Employment,Supremo,P.G.,Economics,First,Chairman,Secretary,N.A.,N.A.,Corporate Management (New),Corporate Management (New),1991-3-1,N.A.
TN006500,Shri Hm Singh,Indian Administrative Service,Tamil Nadu,1956,1933-03-20,1956-01-07,Direct Recruitment,Male,Punjab,Punjabi,English Hindi Tamil Urdu,True,Superannuated,Supremo,P.G.,Political Sc.,Second,Secretary,Secretary Equivalent,M/o Welfare,N.A.,Minorities Welfare,Social Justice & Empowerment,1991-1-1,1991-3-1
WB009200,Shri Arun Sen,Indian Administrative Service,West Bengal,1956,1932-6-1,1956-01-07,Direct Recruitment,Male,Madhya Pradesh,Hindi,Bengali English,True,Superannuated,Supremo,P.G.,Political Sc.,Second,Chairman,Additional Secretary,N.A.,N.A.,Revenue Admn,Land Revenue Mgmt & District Admn,1987-5-1,1990-5-1
MP010000,Shri Rp Kapoor,Indian Administrative Services,Madhya Pradesh,1956,1933-1-4,1956-07-01,Direct Recruitment,Male,Haryana,Hindi,English Punjabi Urdu,True,Retired after Extension/Re-Employment,Supremo,P.G.,Mathematics,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1959-1-2,1961-1-5
RJ007000,Shri Tej Kumar,Indian Administrative Services,Rajasthan,1956,1933-9-7,1956-07-01,Direct Recruitment,Male,Punjab,Hindi,English German Punjabi,True,Superannuated,Supremo,P.G.,Physics,First,N.A.,Junior Scale,N.A.,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,1959-1-6,1960-1-5
AM004000,Shri R V Lyngdoh,Indian Administrative Services,Assam Meghalya,1956,1933-22-3,1956-07-01,Direct Recruitment,Male,Meghalaya,English,Assamese Bengali Hindi,True,Superannuated,Supremo,Graduate,Economics,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-8,1961-1-4
AP008300,Shri P K Doraiswamy,Indian Administrative Services,Andhra Pradesh,1956,1933-17-2,1956-07-03,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Malayalam Telugu,True,Superannuated,Supremo,Graduate,Statistics,First,Under Secy,Junior Scale,N.A.,Cadre (AIS),Political Affairs,Home,1959-1-9,1961-1-3
AP008400,Shri K V Natarajan,Indian Administrative Services,Andhra Pradesh,1956,1933-30-11,1956-07-01,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Spanish Telugu,True,Retired after Extension/Re-Employment,Supremo,P.G.,Economics,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-7,1961-1-3
AP008500,Shri C S Sastry,Indian Administrative Services,Andhra Pradesh,1956,1931-23-12,1956-07-01,Direct Recruitment,Male,Andhra Pradesh,Telugu,German,True,Superannuated,Supremo,P.G.,English Lit,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-7,1960-1-1
AP008800,Shri T Balakrishnan,Indian Administrative Services,Andhra Pradesh,1956,1933-1-12,1956-07-01,Direct Recruitment,Male,Tamil Nadu,Telugu,English Hindi Tamil,True,Retired voluntarily,Supremo,Graduate,Economics,Second,Collector,Under Secretary,Anantapur,Cadre (AIS),District Admn,Land Revenue Mgmt & District Admn,1961-1-3,1962-1-7
AP008900,Shri Ajit Singh,Indian Administrative Services,Andhra Pradesh,1956,1932-1-5,1956-07-01,Direct Recruitment,Male,Punjab,Punjabi,French Hindi Telugu Urdu,True,Superannuated,Supremo,P.G.,English Lit,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-8,1959-1-10
BH010400,Shri Arun Prasad,Indian Administrative Services,Bihar,1956,1934-20-2,1956-07-01,Direct Recruitment,Male,Bihar,Hindi,Bengali English French,True,Superannuated,Supremo,P.G.,English Lit,Ordinary,Assistant Collector & A D M,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-8,1959-1-7
GJ005000,Shri H K Khan,Indian Administrative Services,Gujarat,1956,1933-15-8,1956-07-01,Direct Recruitment,Male,Maharashtra,Urdu,English French Gujarati Hindi,True,Retired after Extension/Re-Employment,Supremo,Graduate,Economics,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-7,1961-1-8
RJ007100,Shri Hs Ramani,Indian Administrative Services,Rajasthan,1956,1933-17-2,1956-07-01,Direct Recruitment,Male,Tamil Nadu,Tamil,English Hindi Sanskrit,True,Superannuated,Supremo,P.G.,Economics,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-5,1960-1-6
KL003200,Ms. P Ramachandran,Indian Administrative Services,Kerala,1956,1934-3-7,1956-07-01,Direct Recruitment,Female,Tamil Nadu,Tamil,English Hindi Malayalam,True,Superannuated,Supremo,Graduate,Economics,Second,Under Secy,Junior Scale,N.A.,Cadre (AIS),Industries,Industries,1959-1-3,1960-1-7
KN005800,Shri Nkp Rao,Indian Administrative Services,Karnataka,1956,1933-29-10,1956-07-01,Direct Recruitment,Male,Karnataka,Kannada,English Hindi Tamil,True,Superannuated,Supremo,P.G.,Mathematics,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-5,1961-1-7
AP008600,Shri P S Krishnan,Indian Administrative Services,Andhra Pradesh,1956,1932-30-12,1956-07-01,Direct Recruitment,Male,Kerala,Malayalam,Bengali Sanskrit Tamil Telugu,True,Retired after Extension/Re-Employment,Supremo,P.G.,English Lit,Second,N.A.,Junior Scale,N.A.,Cadre (AIS),Settlement,Land Revenue Mgmt & District Admn,1959-1-11,1960-1-12
HY003500,Shri Sk Misra,Indian Administrative Services,Haryana,1956,1933-28-4,1956-07-01,Direct Recruitment,Male,Uttar Pradesh,Hindi,English,True,Retired after Extension/Re-Employment,Supremo,P.G.,Political Sc.,Second,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-7,1959-1-5
KL003300,Shri Pk Umashankar,Indian Administrative Services,Kerala,1956,1932-23-8,1956-07-01,Direct Recruitment,Male,Kerala,Malayalam,English Hindi Sanskrit Tamil,True,Retired after Extension/Re-Employment,Supremo,P.G.,Geology,First,Under Secy,Junior Scale,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,1959-1-8,1960-1-3
MH009900,Shri Jg Kanga,Indian Administrative Services,Maharashtra,1956,1931-28-8,1956-07-01,Direct Recruitment,Male,Maharashtra,Gujarati,English Hindi Marathi,True,Retired after Extension/Re-Employment,Supremo,P.G.,Economics,Ordinary,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-8,1962-1-1
GJ005100,Shri H R Patankar,Indian Administrative Services,Gujarat,1956,1932-29-7,1956-07-01,Direct Recruitment,Male,Gujarat,Gujarati,English Hindi Marathi Sindhi,True,Retired voluntarily,Supremo,P.G.,Economics,Second,Deputy Commissioner,Under Secretary,N.A.,Cadre (AIS),Sales Tax,Finance,1961-1-7,1962-1-5
PB003700,Shri P H Vaishnav,Indian Administrative Services,Punjab,1956,1932-22-12,1956-07-01,Direct Recruitment,Male,Gujarat,Bengali,English Hindi Marathi Punjabi,True,Retired after Extension/Re-Employment,Supremo,P.G.,Economics,First,Assistant Collector,Junior Scale,N.A.,Cadre (AIS),Sub Divisional Admn,Land Revenue Mgmt & District Admn,1958-1-5,1959-1-9
PB003600,Shri K D Vasudeva,Indian Administrative Services,Punjab,1956,1931-28-12,1956-07-01,Direct Recruitment,Male,Punjab,Punjabi,Hindi Urdu,True,Superannuated,Supremo,P.G.,English,Second,Deputy Secretary,Under Secretary,N.A.,Cadre (AIS),General Administration,Personnel and General Administration,1960-1-6,1962-1-11
